,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
ZMIZ1-AS11,6.29187788987028e-25,0.220530325177218,0.286,0.448,1.25837557797406e-21,2,ZMIZ1-AS1
ENDOD1,8.19936520644586e-25,0.756263148289185,0.662,0.621,1.63987304128917e-21,2,ENDOD1
NCAPH1,1.29413743048523e-24,0.247869512387454,0.821,0.765,2.58827486097045e-21,2,NCAPH
AL031668.2,4.2834663560196e-24,0.295648118006687,0.194,0.234,8.56693271203919e-21,2,AL031668.2
GLUL,7.27424475804892e-24,0.184598575314688,0.979,0.949,1.45484895160978e-20,2,GLUL
AC009948.21,9.77835923268098e-24,0.86614002542196,0.18,0.199,1.95567184653619e-20,2,AC009948.2
ACTN11,1.20016130037049e-23,0.286045187373225,0.867,0.828,2.40032260074099e-20,2,ACTN1
ONECUT2,1.54898560590298e-23,0.830151242722871,0.709,0.649,3.09797121180596e-20,2,ONECUT2
AL163952.11,3.0313708798693e-23,0.954517504402819,0.178,0.132,6.0627417597386e-20,2,AL163952.1
ABCA17P,3.12313348937193e-23,1.11375943682281,0.113,0.211,6.24626697874387e-20,2,ABCA17P
TUBB1,3.83350852238107e-23,0.149222752447166,1,0.992,7.66701704476215e-20,2,TUBB
BRCA21,4.05815312363405e-23,0.457008093516587,0.764,0.761,8.1163062472681e-20,2,BRCA2
ARL4C1,4.06467474949563e-23,0.223322360215164,0.953,0.921,8.12934949899125e-20,2,ARL4C
CEP1521,6.78754323461903e-23,0.467222616574618,0.756,0.729,1.35750864692381e-19,2,CEP152
RNF130,7.97521424566742e-23,0.182957088874744,0.97,0.952,1.59504284913348e-19,2,RNF130
CLGN,1.16167376114954e-22,0.680910285805877,0.687,0.646,2.32334752229907e-19,2,CLGN
S100P1,1.1661592739558e-22,0.312995578513035,0.132,0.275,2.3323185479116e-19,2,S100P
CCR91,1.36205804655298e-22,0.66687761542286,0.237,0.396,2.72411609310596e-19,2,CCR9
GABRB3,1.93585425851162e-22,0.516503063786826,0.755,0.718,3.87170851702324e-19,2,GABRB3
SKA31,2.2262063584945e-22,0.424608259279426,0.762,0.716,4.45241271698901e-19,2,SKA3
ACAT21,3.02764404694171e-22,0.290569403121491,0.969,0.933,6.05528809388343e-19,2,ACAT2
FAM89A1,4.01156156818225e-22,0.48007047403084,0.772,0.707,8.02312313636449e-19,2,FAM89A
TBC1D30,4.82543820627643e-22,0.641668129495621,0.15,0.244,9.65087641255286e-19,2,TBC1D30
CTDSPL,9.84163465441634e-22,0.770571936789007,0.688,0.671,1.96832693088327e-18,2,CTDSPL
LINC019491,1.68850737569448e-21,0.49957161531243,0.221,0.281,3.37701475138897e-18,2,LINC01949
SEMG1,1.79220502820452e-21,0.32138905498162,0.328,0.501,3.58441005640904e-18,2,SEMG1
MATN11,3.74826512092153e-21,1.01821006249994,0.188,0.204,7.49653024184306e-18,2,MATN1
CA5B,6.88725283088411e-21,0.191156503877632,0.235,0.41,1.37745056617682e-17,2,CA5B
NLN,1.30492217047299e-20,0.778129811765431,0.575,0.581,2.60984434094599e-17,2,NLN
TSTD11,1.91376069677037e-20,0.285302402716349,0.87,0.844,3.82752139354074e-17,2,TSTD1
AC046130.11,2.34628665674223e-20,0.603667068379897,0.293,0.414,4.69257331348445e-17,2,AC046130.1
MFGE81,2.88361294565471e-20,0.415674434523944,0.749,0.731,5.76722589130942e-17,2,MFGE8
CAMSAP3,3.1060374238902e-20,0.30023217424102,0.315,0.472,6.2120748477804e-17,2,CAMSAP3
AC068790.91,4.38336108268547e-20,0.912959720634114,0.226,0.353,8.76672216537094e-17,2,AC068790.9
MYB1,4.510027122747e-20,0.188637796060629,0.976,0.963,9.02005424549399e-17,2,MYB
AC010996.1,6.89772771128638e-20,0.36279779464668,0.297,0.457,1.37954554225728e-16,2,AC010996.1
AC040160.11,8.45658500400938e-20,0.254701714015484,0.344,0.416,1.69131700080188e-16,2,AC040160.1
SLIT2,8.96839376140378e-20,0.423471530189159,0.183,0.273,1.79367875228076e-16,2,SLIT2
HMGB11,9.81859974969209e-20,0.143605770238846,0.999,0.989,1.96371994993842e-16,2,HMGB1
IQGAP2,1.38775518348262e-19,0.307182475871698,0.868,0.825,2.77551036696524e-16,2,IQGAP2
XRCC2,1.48670657264417e-19,0.750646619830834,0.65,0.628,2.97341314528834e-16,2,XRCC2
BRD21,1.60509332405374e-19,0.18144487189823,0.919,0.909,3.21018664810747e-16,2,BRD2
HMGCS1,1.81428896703618e-19,0.3998024423944,0.879,0.857,3.62857793407236e-16,2,HMGCS1
MACROD2,2.11789204492273e-19,0.651044053271033,0.163,0.224,4.23578408984546e-16,2,MACROD2
KHDC1L1,5.91022951676687e-19,1.24016358176198,0.202,0.18,1.18204590335337e-15,2,KHDC1L
MIS18A1,6.48536744826666e-19,0.248525760959076,0.852,0.826,1.29707348965333e-15,2,MIS18A
ANKRD20A8P1,9.6519226639853e-19,1.35011098094233,0.205,0.276,1.93038453279706e-15,2,ANKRD20A8P
ANGPT11,1.19735072682745e-18,0.115833267998116,0.188,0.321,2.39470145365489e-15,2,ANGPT1
RPL39L1,1.78033723247455e-18,0.231191690485468,0.855,0.833,3.5606744649491e-15,2,RPL39L
FDFT11,1.85642297985471e-18,0.17427051725248,0.989,0.965,3.71284595970941e-15,2,FDFT1
SOD2,3.58571063439909e-18,0.337803900014258,0.754,0.759,7.17142126879819e-15,2,SOD2
AL080317.21,4.04296358243778e-18,0.169159357868947,0.325,0.414,8.08592716487555e-15,2,AL080317.2
C6orf132,4.48201184265412e-18,0.267309033661237,0.24,0.329,8.96402368530825e-15,2,C6orf132
TFDP2,1.20557077241024e-17,0.200665547338119,0.976,0.956,2.41114154482048e-14,2,TFDP2
CHI3L2,1.42046419582541e-17,0.246599260395066,0.995,0.988,2.84092839165081e-14,2,CHI3L2
ECI2,1.48297013280859e-17,0.201199784814684,0.918,0.9,2.96594026561718e-14,2,ECI2
KLF91,1.96628586671393e-17,0.299952801898691,0.306,0.437,3.93257173342785e-14,2,KLF9
TCEA3,2.23849288633218e-17,0.631661710519446,0.287,0.464,4.47698577266437e-14,2,TCEA3
AC093503.31,3.53473767086755e-17,0.59011109116723,0.247,0.305,7.0694753417351e-14,2,AC093503.3
CBFA2T3,7.92356866689426e-17,0.361756598402273,0.781,0.752,1.58471373337885e-13,2,CBFA2T3
ITGB11,8.26572080279554e-17,0.271663862104196,0.798,0.804,1.65314416055911e-13,2,ITGB1
PYGO1,1.32646063093108e-16,0.744075776047365,0.243,0.467,2.65292126186216e-13,2,PYGO1
AC010896.11,1.32916323622336e-16,0.695335813170074,0.191,0.209,2.65832647244671e-13,2,AC010896.1
RIMS2,1.37379595456909e-16,0.15521532765253,0.402,0.547,2.74759190913818e-13,2,RIMS2
LY6E1,1.42212711366412e-16,0.482437795659635,0.644,0.533,2.84425422732823e-13,2,LY6E
RESF1,1.47900226870652e-16,0.268911269233995,0.929,0.903,2.95800453741305e-13,2,RESF1
CD3D1,1.87461299916734e-16,0.139885023084992,0.999,0.996,3.74922599833468e-13,2,CD3D
STOX2,1.94296773141795e-16,0.16950805483323,0.358,0.522,3.8859354628359e-13,2,STOX2
VGF,2.82017752364462e-16,0.120038257987943,0.185,0.309,5.64035504728925e-13,2,VGF
MYO1B,2.87446409899266e-16,0.395374971044572,0.751,0.739,5.74892819798532e-13,2,MYO1B
LAMB1,3.68891949948658e-16,0.587602697500985,0.596,0.543,7.37783899897316e-13,2,LAMB1
CHML,4.20048414858807e-16,0.599219451474902,0.645,0.652,8.40096829717613e-13,2,CHML
OBI1,4.83652607793621e-16,0.449771029593018,0.717,0.689,9.67305215587242e-13,2,OBI1
SMARCE1P12,6.41957474895904e-16,1.9118333182463,0.208,0.253,1.28391494979181e-12,2,SMARCE1P1
KHDRBS3,1.62616879127529e-15,0.349988183897923,0.719,0.621,3.25233758255059e-12,2,KHDRBS3
SYN2,2.21321985735006e-15,1.39020663659876,0.466,0.382,4.42643971470011e-12,2,SYN2
HOXA101,2.25394254879061e-15,0.559796269956957,0.139,0.319,4.50788509758123e-12,2,HOXA10
ZNF3651,2.48860524293528e-15,0.566348276902848,0.202,0.384,4.97721048587056e-12,2,ZNF365
PGAM1P51,4.17097631505085e-15,0.71200834256022,0.394,0.445,8.34195263010171e-12,2,PGAM1P5
HIST1H2AB1,4.17889233299561e-15,0.408436455611762,0.22,0.298,8.35778466599121e-12,2,HIST1H2AB
AL008628.11,4.39987017930157e-15,0.645385603442826,0.21,0.343,8.79974035860315e-12,2,AL008628.1
INA,4.40401892974944e-15,0.653815141365644,0.267,0.437,8.80803785949889e-12,2,INA
ETS1,5.7701596335984e-15,0.170976154302078,0.929,0.914,1.15403192671968e-11,2,ETS1
CIP2A1,6.32662010439694e-15,0.313732712184855,0.775,0.749,1.26532402087939e-11,2,CIP2A
CCDC1981,7.01727927369937e-15,0.868137882082283,0.133,0.278,1.40345585473987e-11,2,CCDC198
CENPJ1,7.80716644028369e-15,0.503701380100632,0.729,0.698,1.56143328805674e-11,2,CENPJ
HOXB9,8.04621732339434e-15,1.01850196231742,0.419,0.22,1.60924346467887e-11,2,HOXB9
BOLA3-AS11,1.21792721141633e-14,0.360633492937647,0.403,0.51,2.43585442283267e-11,2,BOLA3-AS1
STK391,1.61596033227643e-14,0.229218805726957,0.818,0.82,3.23192066455287e-11,2,STK39
IDI1,1.68234172258481e-14,0.221574805764146,0.916,0.896,3.36468344516962e-11,2,IDI1
DHCR7,2.56064840261198e-14,0.279085788639784,0.825,0.809,5.12129680522397e-11,2,DHCR7
MAD2L11,2.57155035271776e-14,0.137155158957677,0.906,0.854,5.14310070543552e-11,2,MAD2L1
CYP1A1,2.86285687203564e-14,0.579209619481926,0.366,0.458,5.72571374407129e-11,2,CYP1A1
AC132938.21,2.96907158816415e-14,0.850677478687695,0.239,0.159,5.9381431763283e-11,2,AC132938.2
PDGFA,3.23187197782004e-14,0.900597957978911,0.547,0.523,6.46374395564007e-11,2,PDGFA
HSPA4L,3.34698397594237e-14,0.515561563231345,0.639,0.647,6.69396795188475e-11,2,HSPA4L
MND11,5.71280813690007e-14,0.158704487872136,0.89,0.86,1.14256162738001e-10,2,MND1
VPS13A,6.36917867662742e-14,0.408365302491227,0.744,0.705,1.27383573532548e-10,2,VPS13A
PBX31,6.67105132074454e-14,0.663249171296347,0.646,0.657,1.33421026414891e-10,2,PBX3
GIMAP51,7.48398549399765e-14,0.540242904642059,0.777,0.756,1.49679709879953e-10,2,GIMAP5
GP6,8.27827785623357e-14,0.546975360954407,0.196,0.054,1.65565557124671e-10,2,GP6
GATA2,9.04243476070057e-14,0.53390777720215,0.26,0.461,1.80848695214011e-10,2,GATA2
AD000864.1,1.00259898278354e-13,0.218488859875223,0.378,0.464,2.00519796556708e-10,2,AD000864.1
FHDC11,1.07441355528588e-13,0.316291088989321,0.308,0.335,2.14882711057176e-10,2,FHDC1
BEX2,1.11159860577223e-13,0.323913324650467,0.795,0.76,2.22319721154446e-10,2,BEX2
HKDC12,1.49403584157673e-13,0.41163483770845,0.238,0.305,2.98807168315347e-10,2,HKDC1
MT1X1,1.50543550694465e-13,0.419982884785626,0.606,0.546,3.01087101388929e-10,2,MT1X
MELK1,1.62129410619356e-13,0.204903190556898,0.762,0.756,3.24258821238712e-10,2,MELK
RPS3AP251,1.80433688666789e-13,0.813053209356939,0.19,0.137,3.60867377333577e-10,2,RPS3AP25
DIAPH1,3.65141196501846e-13,0.131598256692908,0.969,0.95,7.30282393003693e-10,2,DIAPH1
JCAD,3.89231941859655e-13,0.441347140035004,0.287,0.41,7.78463883719309e-10,2,JCAD
CRPPA1,4.02764796072327e-13,0.220594012831648,0.35,0.438,8.05529592144654e-10,2,CRPPA
ROCK2,5.37581253628852e-13,0.341582977762628,0.745,0.726,1.0751625072577e-09,2,ROCK2
GDAP1L1,7.02656478949791e-13,1.38661790075093,0.251,0.18,1.40531295789958e-09,2,GDAP1L1
USP51,9.08690421622355e-13,0.712256751960402,0.228,0.292,1.81738084324471e-09,2,USP51
FGFBP3,9.38001548862588e-13,0.216442359665233,0.291,0.422,1.87600309772518e-09,2,FGFBP3
GIMAP1-GIMAP51,1.2868334114005e-12,0.529703794014735,0.773,0.751,2.57366682280099e-09,2,GIMAP1-GIMAP5
AC022239.11,1.38914580640037e-12,1.08294554352594,0.276,0.286,2.77829161280074e-09,2,AC022239.1
RUNX1,1.72209558951852e-12,0.164958948062979,0.914,0.905,3.44419117903704e-09,2,RUNX1
AL158151.1,2.0192029880916e-12,0.554138933933955,0.331,0.477,4.03840597618319e-09,2,AL158151.1
PRSS2,2.24293856158760e-12,0.149838573669632,0.276,0.379,4.48587712317521e-09,2,PRSS2
DNAJA1,2.33627992899812e-12,0.101927809166003,0.99,0.953,4.67255985799623e-09,2,DNAJA1
AC022211.4,2.89549254095319e-12,0.946263495565301,0.271,0.242,5.79098508190638e-09,2,AC022211.4
DYNLRB21,2.90608900425065e-12,1.19720968522168,0.221,0.192,5.81217800850131e-09,2,DYNLRB2
EIF2AK21,4.0207434376609e-12,0.478460612202723,0.596,0.619,8.04148687532181e-09,2,EIF2AK2
SLA,5.02052614184673e-12,0.221141756622075,0.935,0.918,1.00410522836935e-08,2,SLA
ITM2A,6.5750153930703e-12,0.177895681414994,0.951,0.932,1.31500307861406e-08,2,ITM2A
ABCB10,7.47132084502941e-12,0.179006592809886,0.898,0.872,1.49426416900588e-08,2,ABCB10
SMC1B1,8.24198203066044e-12,0.545562133260701,0.632,0.643,1.64839640613209e-08,2,SMC1B
CD1091,8.33444458334658e-12,0.663042394846896,0.281,0.231,1.66688891666932e-08,2,CD109
DCDC1,8.35867843774431e-12,1.14432907165503,0.274,0.329,1.67173568754886e-08,2,DCDC1
VAV31,8.97834949866339e-12,0.180185811183566,0.9,0.864,1.79566989973268e-08,2,VAV3
TMC7,9.12889922765548e-12,0.396568372745358,0.338,0.469,1.8257798455311e-08,2,TMC7
MARCH31,1.1378435869134e-11,0.712252081196791,0.331,0.447,2.2756871738268e-08,2,MARCH3
PMAIP11,1.23465042556339e-11,0.202164019152508,0.782,0.663,2.46930085112678e-08,2,PMAIP1
LINC011201,1.28254081776327e-11,0.470381087450183,0.266,0.425,2.56508163552653e-08,2,LINC01120
PTPN7,1.48137784339139e-11,0.129616237123872,0.903,0.881,2.96275568678279e-08,2,PTPN7
PCSK5,2.11941346646992e-11,0.207694585415495,0.377,0.486,4.23882693293984e-08,2,PCSK5
THAP4,2.14088109639206e-11,0.277666426092637,0.787,0.76,4.28176219278412e-08,2,THAP4
PIWIL21,2.1699927068661e-11,0.494603571702037,0.321,0.343,4.33998541373219e-08,2,PIWIL2
COL17A11,2.50065753849083e-11,0.677036288381704,0.297,0.423,5.00131507698166e-08,2,COL17A1
FKBP111,2.68138403236895e-11,0.212074786260028,0.727,0.651,5.3627680647379e-08,2,FKBP11
VDR,3.1763245427828e-11,0.896582836907835,0.308,0.486,6.35264908556561e-08,2,VDR
RAB3B1,3.25043455763099e-11,0.733319585527812,0.403,0.492,6.50086911526198e-08,2,RAB3B
DDX601,3.37660865515336e-11,0.286155183751879,0.323,0.448,6.75321731030672e-08,2,DDX60
DOCK51,3.9431165447907e-11,0.47322482654527,0.324,0.503,7.88623308958139e-08,2,DOCK5
CMPK2,5.19359021382682e-11,0.691927468334516,0.606,0.652,1.03871804276536e-07,2,CMPK2
SLC27A21,5.55629459506261e-11,1.32853875337087,0.455,0.381,1.11125891901252e-07,2,SLC27A2
GIMAP41,5.99010497227707e-11,0.476253160756158,0.775,0.76,1.19802099445541e-07,2,GIMAP4
ALDH1A2,6.08660194272717e-11,0.182969800342759,0.872,0.848,1.21732038854543e-07,2,ALDH1A2
AKR1B1,6.28828272083096e-11,0.130519178292737,0.908,0.877,1.25765654416619e-07,2,AKR1B1
CRIP11,6.41542427215655e-11,0.178326802597225,0.795,0.668,1.28308485443131e-07,2,CRIP1
AL034397.3,8.68291085500702e-11,0.226848897129428,0.528,0.595,1.7365821710014e-07,2,AL034397.3
SLC16A10,9.47301859294203e-11,0.787427448628493,0.635,0.615,1.89460371858841e-07,2,SLC16A10
TENM1,9.55031761209757e-11,0.153350439860744,0.338,0.394,1.91006352241951e-07,2,TENM1
IZUMO11,9.62122410522338e-11,0.674718796487586,0.408,0.515,1.92424482104468e-07,2,IZUMO1
AC021092.1,1.41156719675461e-10,0.480553906392203,0.327,0.424,2.82313439350922e-07,2,AC021092.1
ADCYAP11,1.4851027205433e-10,0.364389215749032,0.735,0.714,2.9702054410866e-07,2,ADCYAP1
PASK1,1.50940219313281e-10,0.554698808483326,0.558,0.467,3.01880438626563e-07,2,PASK
SMAD9,2.04454824960962e-10,0.218939668083872,0.219,0.312,4.08909649921924e-07,2,SMAD9
ZNF583,2.08033019148405e-10,0.234664025511284,0.317,0.472,4.1606603829681e-07,2,ZNF583
NKX3-1,3.94234613192335e-10,0.242878266316538,0.865,0.857,7.88469226384669e-07,2,NKX3-1
AL928654.31,4.93834813902253e-10,0.173167918799477,0.791,0.658,9.87669627804506e-07,2,AL928654.3
AC004687.1,5.06481672725758e-10,0.219430550827046,0.728,0.741,1.01296334545152e-06,2,AC004687.1
PRAME,5.67039040711137e-10,0.146517214146312,0.896,0.88,1.13407808142227e-06,2,PRAME
SPC251,6.51284998219793e-10,0.236984773650737,0.77,0.725,1.30256999643959e-06,2,SPC25
ARHGAP241,9.7104090358552e-10,0.263624733710929,0.18,0.164,1.94208180717104e-06,2,ARHGAP24
MTHFD22,1.01016138575784e-09,0.164335661921018,0.978,0.921,2.02032277151567e-06,2,MTHFD2
LRRIQ1,1.47627912923149e-09,0.281525428050848,0.369,0.478,2.95255825846297e-06,2,LRRIQ1
PPIAL4G1,1.47681687259627e-09,1.39376278925801,0.152,0.116,2.95363374519255e-06,2,PPIAL4G
CTSG1,1.5895017164551e-09,0.249604027626081,0.766,0.77,3.17900343291019e-06,2,CTSG
SMIM2-AS1,1.6103102437938e-09,0.104969752472696,0.377,0.455,3.22062048758759e-06,2,SMIM2-AS1
TMPO1,1.66910034331488e-09,0.127806084632711,0.892,0.85,3.33820068662975e-06,2,TMPO
ARHGEF28,1.78134380827741e-09,0.538817310806883,0.295,0.41,3.56268761655482e-06,2,ARHGEF28
CEP1261,2.41983578415142e-09,0.774753232061117,0.346,0.493,4.83967156830283e-06,2,CEP126
SMARCA11,2.43125275689077e-09,0.427355296990375,0.649,0.653,4.86250551378154e-06,2,SMARCA1
TMX41,2.48698963915439e-09,0.167057319611484,0.877,0.843,4.97397927830878e-06,2,TMX4
RNASEL,2.9826504396154e-09,0.110441066650816,0.428,0.509,5.96530087923081e-06,2,RNASEL
EML6,3.42879639550825e-09,0.571603761941426,0.595,0.572,6.8575927910165e-06,2,EML6
IRF1,3.45002554406681e-09,0.283639238371111,0.646,0.582,6.90005108813363e-06,2,IRF1
AL589993.11,3.71835077520465e-09,2.79064236618944,0.366,0.114,7.4367015504093e-06,2,AL589993.1
ID31,5.16629285991549e-09,0.387476217468995,0.689,0.717,1.0332585719831e-05,2,ID3
FAM107B1,5.56455401112949e-09,0.159142773297208,0.808,0.729,1.1129108022259e-05,2,FAM107B
TAL1,5.5877363353544e-09,0.240391310892405,0.779,0.783,1.11754726707088e-05,2,TAL1
ANKRD18CP1,6.17432057532856e-09,0.502521220631809,0.27,0.381,1.23486411506571e-05,2,ANKRD18CP
PHF6,6.4577162792311e-09,0.144923206857382,0.833,0.834,1.29154325584622e-05,2,PHF6
IRX3,6.66719008259186e-09,0.385926827896441,0.713,0.708,1.33343801651837e-05,2,IRX3
EPAS1,7.18166940933889e-09,0.293477682670556,0.481,0.536,1.43633388186778e-05,2,EPAS1
E2F81,7.56220565876795e-09,1.13089926205265,0.499,0.587,1.51244113175359e-05,2,E2F8
MIAT1,7.73092932924464e-09,0.17626671423774,0.269,0.334,1.54618586584893e-05,2,MIAT
BHLHE41,8.54389982994812e-09,0.744501007208227,0.396,0.277,1.70877996598962e-05,2,BHLHE41
ZNF6291,9.12810399298949e-09,0.216723185442715,0.276,0.353,1.8256207985979e-05,2,ZNF629
ADARB2,1.00858541604841e-08,0.382318939457118,0.221,0.169,2.01717083209682e-05,2,ADARB2
DTX11,1.39481299374058e-08,0.276138139310443,0.724,0.701,2.78962598748116e-05,2,DTX1
ZCCHC24,1.39497522479482e-08,0.911764186333547,0.438,0.321,2.78995044958964e-05,2,ZCCHC24
HLA-DRB11,1.40063579102133e-08,0.588493620479876,0.4,0.437,2.80127158204265e-05,2,HLA-DRB1
TNFRSF81,1.557981126232e-08,0.409666412931591,0.524,0.436,3.11596225246401e-05,2,TNFRSF8
GAB21,1.94810278989654e-08,0.125715253953098,0.384,0.449,3.89620557979307e-05,2,GAB2
BTBD8,2.00405524110534e-08,0.425880362602894,0.413,0.513,4.00811048221068e-05,2,BTBD8
TMEM181,2.03949719836453e-08,0.104444798607527,0.897,0.89,4.07899439672906e-05,2,TMEM18
NSRP1P11,2.16129505381204e-08,0.273979902785267,0.237,0.349,4.32259010762408e-05,2,NSRP1P1
NEFM,2.31367994744645e-08,0.81314715647004,0.464,0.467,4.6273598948929e-05,2,NEFM
PPP1R3D,2.33462407680719e-08,0.158058910823258,0.425,0.505,4.66924815361439e-05,2,PPP1R3D
GPR17,2.4261171868782e-08,0.802986397005305,0.199,0.204,4.8522343737564e-05,2,GPR17
CDH4,3.02465904285076e-08,0.416240437323468,0.74,0.694,6.04931808570152e-05,2,CDH4
MTUS11,3.21186098040163e-08,0.189940511423891,0.187,0.186,6.42372196080327e-05,2,MTUS1
PXDN,3.65530938154113e-08,0.155694199206027,0.845,0.822,7.31061876308226e-05,2,PXDN
PCDHB9,3.67646351736555e-08,0.838284032710447,0.224,0.26,7.3529270347311e-05,2,PCDHB9
AC008132.11,3.99198880036332e-08,1.43082044657527,0.205,0.289,7.98397760072663e-05,2,AC008132.1
CSTA2,4.13055716635038e-08,0.242865694047125,0.302,0.381,8.26111433270076e-05,2,CSTA
KIAA15491,4.23860418977716e-08,0.337512894871831,0.728,0.728,8.47720837955432e-05,2,KIAA1549
AC007336.11,5.93808772656468e-08,0.191910869535438,0.387,0.448,0.000118761754531294,2,AC007336.1
MYO7B1,6.01896980879159e-08,0.251648268052731,0.782,0.768,0.000120379396175832,2,MYO7B
CFAP44,6.11274482077814e-08,0.149467100690141,0.447,0.598,0.000122254896415563,2,CFAP44
L3MBTL3,7.31004697310259e-08,0.961451390511188,0.546,0.529,0.000146200939462052,2,L3MBTL3
HS3ST3B1,7.48457442468488e-08,0.239868484537804,0.299,0.362,0.000149691488493698,2,HS3ST3B1
TEAD11,7.64555933742937e-08,0.415069448327126,0.376,0.48,0.000152911186748587,2,TEAD1
P2RX51,7.97598482224015e-08,0.376978893758705,0.675,0.667,0.000159519696444803,2,P2RX5
RASEF,8.78724270947709e-08,0.70240970459028,0.301,0.462,0.000175744854189542,2,RASEF
ZNF37BP,1.04969136758081e-07,0.406069182095577,0.644,0.67,0.000209938273516163,2,ZNF37BP
AC010542.4,1.10727182500404e-07,0.571039409604511,0.238,0.217,0.000221454365000808,2,AC010542.4
TTF11,1.80364150875127e-07,0.121748113606347,0.85,0.845,0.000360728301750255,2,TTF1
PCGF51,1.85051346495168e-07,0.152887832137701,0.834,0.814,0.000370102692990335,2,PCGF5
LHFPL1,1.85297812693954e-07,0.655970484025953,0.344,0.371,0.000370595625387908,2,LHFPL1
CEACAM1,2.07701593381606e-07,0.206426646847179,0.144,0.182,0.000415403186763212,2,CEACAM1
MDN1,2.09453293969663e-07,0.23717051091345,0.68,0.693,0.000418906587939326,2,MDN1
RDX,2.17179538443517e-07,0.345574790291635,0.662,0.619,0.000434359076887035,2,RDX
AL020997.21,2.28634521612792e-07,2.08003406143935,0.224,0.176,0.000457269043225584,2,AL020997.2
ITGA4,2.31383676913181e-07,0.157569122974229,0.947,0.929,0.000462767353826362,2,ITGA4
C11orf74,2.39157017769898e-07,0.383287311611287,0.361,0.416,0.000478314035539797,2,C11orf74
CA8,2.46345644581398e-07,0.977558429395533,0.281,0.409,0.000492691289162796,2,CA8
STXBP5L,3.04406888902321e-07,0.466799356758067,0.422,0.487,0.000608813777804643,2,STXBP5L
CEP170B,3.04586060566565e-07,1.47169587544345,0.272,0.427,0.00060917212113313,2,CEP170B
ITGA1,3.36866728910597e-07,0.53758553541776,0.533,0.415,0.000673733457821194,2,ITGA1
SPARC1,3.83546977914293e-07,0.775636212628117,0.589,0.578,0.000767093955828585,2,SPARC
OSBPL61,4.07855068467375e-07,0.394527627592452,0.405,0.454,0.000815710136934749,2,OSBPL6
HPGD,4.16563431616343e-07,0.456131849247417,0.668,0.648,0.000833126863232685,2,HPGD
AC073610.21,4.18834207634553e-07,0.184293078468126,0.706,0.641,0.000837668415269107,2,AC073610.2
LINC018251,4.91386807311569e-07,0.594042380142065,0.409,0.452,0.000982773614623138,2,LINC01825
DGKH,4.97192366638502e-07,0.638032784586109,0.558,0.519,0.000994384733277004,2,DGKH
MSMO1,5.21835460645205e-07,0.219231863512849,0.749,0.756,0.00104367092129041,2,MSMO1
FICD1,6.08113045787789e-07,0.335320863546198,0.353,0.438,0.00121622609157558,2,FICD
TMEM74,6.56128089581236e-07,0.632594362380885,0.41,0.506,0.00131225617916247,2,TMEM74
NEXMIF1,6.7882837759283e-07,0.146477068779376,0.441,0.521,0.00135765675518566,2,NEXMIF
TSPAN5,7.4196004700856e-07,0.566580435915775,0.614,0.632,0.00148392009401712,2,TSPAN5
RPS6KA51,8.87812004368772e-07,0.133924665678205,0.494,0.607,0.00177562400873754,2,RPS6KA5
ARHGAP42,1.10662077448581e-06,0.649359767596334,0.526,0.492,0.00221324154897161,2,ARHGAP42
AEBP1,1.15637957270682e-06,0.175929194322681,0.788,0.774,0.00231275914541364,2,AEBP1
PSAT12,1.26161773632334e-06,0.152973753113197,0.931,0.881,0.00252323547264668,2,PSAT1
CRELD2,1.47700629331686e-06,0.313788750917944,0.626,0.559,0.00295401258663372,2,CRELD2
HUNK,1.63729659832366e-06,0.746321888910857,0.582,0.625,0.00327459319664733,2,HUNK
CACNB41,1.65331763513635e-06,0.563032940816201,0.359,0.475,0.00330663527027269,2,CACNB4
CD1C,1.7481495587168e-06,0.141493762345008,0.484,0.506,0.0034962991174336,2,CD1C
USP18,2.10572144313546e-06,0.605897777967534,0.578,0.606,0.00421144288627092,2,USP18
GNG4,2.69512079212683e-06,0.988913130986846,0.53,0.487,0.00539024158425367,2,GNG4
IER21,2.71243632281918e-06,0.166496626295199,0.687,0.591,0.00542487264563836,2,IER2
RAI14,2.82813144252371e-06,0.676095697938621,0.347,0.462,0.00565626288504741,2,RAI14
ZFAND2A1,3.2483555951583e-06,0.210147349800062,0.682,0.706,0.00649671119031661,2,ZFAND2A
HIST1H1D1,3.29978726368747e-06,0.146732670208396,0.393,0.534,0.00659957452737494,2,HIST1H1D
AL078644.2,3.70273856898425e-06,1.16336199703278,0.45,0.31,0.00740547713796849,2,AL078644.2
SPATS2L,4.5410066983433e-06,0.930975135682914,0.453,0.37,0.0090820133966866,2,SPATS2L
ARAP2,4.5448450823144e-06,0.993405888959365,0.37,0.264,0.0090896901646288,2,ARAP2
AC026979.4,4.76418396125378e-06,0.262290582426219,0.294,0.337,0.00952836792250757,2,AC026979.4
KCNQ31,4.79166771390158e-06,0.22956712462752,0.44,0.505,0.00958333542780316,2,KCNQ3
CHD7,5.15192558420869e-06,0.411512968728417,0.569,0.622,0.0103038511684174,2,CHD7
LTBP2,5.38118607047853e-06,0.312487072607148,0.269,0.184,0.0107623721409571,2,LTBP2
AC015971.1,5.72883180389401e-06,2.95197707998929,0.355,0.147,0.011457663607788,2,AC015971.1
